planting_date,harvest_date,fertilizer_kg_ha,irrigation_m3_ha,total_precip_mm,avg_temp_max_C,total_sunshine_h,yield_kg_ha
2006-01-18,2006-05-14,71.99,311.8,232.0,28.02478632478565,1282.7352750000027,2209.27
2018-01-21,2018-05-12,86.28,365.4,428.8999999999578,28.391071428571063,1152.2871138889168,2565.7
2000-09-03,2000-12-16,157.54,239.73,575.8999999999996,27.595238095238198,1036.6100722222345,2603.93
2005-01-20,2005-05-06,124.02,145.53,288.0,28.320560747663986,1151.3181555555566,2506.38
2002-05-17,2002-08-27,85.66,380.16,522.0000000000045,28.11747572815568,1053.5956194444443,2381.66
2007-05-10,2007-09-30,164.19,221.94,879.7000000000116,28.101388888888728,1427.6673472222028,2236.88
2009-08-24,2009-12-05,50.74,205.42,579.2000000000007,27.82980769230772,1013.5950777777543,2397.76
2007-11-03,2008-02-23,99.98,222.05,513.6999999999789,27.338053097345107,1147.9120944444367,2066.49
2019-04-09,2019-07-10,151.9,212.41,422.0,29.20645161290335,935.411341666666,1923.42
2018-11-26,2019-03-28,69.93,218.15,218.99999999997817,28.042276422764086,1332.1774749999458,2184.11
2023-09-17,2024-01-01,124.68,237.9,1437.8999999999942,28.415887850468923,890.1436694444274,1944.07
2022-08-14,2022-12-05,148.64,398.13,761.3999999999869,27.720175438595522,1122.8758472221525,1931.74
2023-08-08,2023-12-28,87.6,357.8,1638.6000000000058,28.532167832169094,1234.5996833333047,2552.57
2009-04-01,2009-08-23,124.43,311.27,854.3999999999978,28.26896551724128,1443.8657111111024,2966.06
2013-12-17,2014-04-03,128.18,117.98,93.29999999998836,27.643518518520136,1191.7436472222398,2119.33
1998-04-02,1998-08-20,78.7,405.72,835.6000000000001,28.812056737588644,1390.2407888888897,2331.59
2003-12-27,2004-04-07,173.53,491.14,121.399999999996,27.9728155339802,1141.9590222222214,2418.37
2016-10-10,2017-01-25,114.1,318.83,643.4999999999782,27.49166666666699,1050.0958583333995,2584.06
2014-11-07,2015-03-29,145.65,493.46,704.2999999999884,27.602097902097942,1443.1672416666624,2542.77
2009-09-08,2010-01-01,144.4,153.07,689.9000000000015,27.818103448276062,1110.0592916666355,2860.4
2011-05-23,2011-09-03,105.1,115.69,488.59999999998763,28.065384615385064,1089.6986583332982,2577.15
2006-05-26,2006-08-24,195.89,420.44,488.9000000000051,28.05384615384577,927.6518222222148,2802.55
2018-03-19,2018-07-17,188.74,436.93,837.7999999999593,28.666115702479146,1184.90363055552,2648.32
2010-11-15,2011-04-13,75.36,125.58,533.0000000000073,27.333333333333723,1511.673025000062,2148.78
2009-04-27,2009-08-10,168.85,470.48,538.5,28.24339622641485,1095.8139888888836,3156.94
2005-01-12,2005-05-26,77.12,213.03,368.3000000000029,28.33851851851882,1454.269161111115,1815.23
2001-04-22,2001-08-26,127.11,227.15,643.0,28.16614173228351,1301.3978138888906,2388.0
2005-06-24,2005-10-04,192.99,273.21,441.0999999999949,27.822330097087633,1095.087755555538,2486.02
2002-07-08,2002-10-08,160.65,375.7,437.9000000000033,27.731182795699315,973.531766666656,2704.39
2010-10-29,2011-02-10,94.25,101.96,557.1000000000095,27.02476190476182,982.8544083333618,2466.82
2004-02-03,2004-06-16,132.34,271.04,394.2999999999993,28.487407407406998,1464.4147694444473,2810.23
2009-11-20,2010-03-14,189.19,393.93,393.59999999999127,27.79217391304353,1185.1763194444138,2749.52
2023-05-18,2023-10-13,101.81,311.62,1166.7000000000335,28.89463087248334,1399.6973638889322,2255.55
2011-07-17,2011-11-10,76.93,309.73,705.9000000000051,27.890598290598888,1161.8334499999837,2565.25
2003-01-29,2003-06-07,107.68,219.39,563.7000000000025,28.413846153846066,1366.5876833333386,1954.85
2013-10-27,2014-03-14,113.54,310.46,421.99999999998545,27.421582733814247,1465.0014027777797,2334.36
2000-01-27,2000-06-10,180.92,441.94,567.400000000001,28.120588235294075,1409.3666888888838,2426.74
2022-04-09,2022-08-17,150.55,175.14,1025.0,28.603816793892953,1255.2175666665862,2471.37
2019-07-26,2019-12-16,174.46,411.69,1297.8999999999724,28.14791666666618,1259.2631277778128,2614.04
1999-01-22,1999-06-02,164.98,127.63,443.3000000000011,27.88939393939395,1406.8806611111108,2560.56
2015-10-26,2016-02-04,191.43,137.39,475.1000000000058,28.05392156862802,981.3974888889643,2402.0
2022-05-26,2022-10-17,154.47,409.95,1143.2999999999884,27.984827586206414,1391.426774999898,3069.22
2020-12-15,2021-04-26,84.9,438.63,521.0999999999694,28.167669172932463,1350.9280527777737,2664.63
2011-10-04,2012-02-23,96.45,125.1,1121.0000000000073,27.5153846153849,1374.7641472222604,2311.36
1998-12-16,1999-03-20,153.95,189.48,528.600000000002,27.242105263157953,944.1884027777764,2179.79
2002-10-22,2003-03-03,193.04,204.39,1107.5,27.457142857142824,1243.6525805555575,2884.88
2005-02-10,2005-06-14,87.73,431.88,504.70000000000437,28.584000000000234,1305.762216666666,2535.48
2010-05-27,2010-09-26,164.28,147.06,804.9999999999964,27.982113821137997,1207.7642333333351,2419.55
1998-02-07,1998-06-10,88.24,288.82,424.99999999999983,29.145161290322587,1310.6171666666683,2264.34
2012-05-13,2012-08-23,126.08,134.68,450.70000000000437,28.21359223300858,1074.5026277777724,2366.99
2019-09-27,2020-01-07,180.39,460.25,1152.0999999999694,27.89029126213547,887.7184527777572,2546.96
2013-10-05,2014-01-27,182.01,248.42,505.79999999999563,27.373043478261327,1182.5262611111175,2455.55
2018-04-06,2018-07-27,120.57,396.64,831.4999999999636,28.593805309734307,1094.493797222196,2677.47
2010-09-15,2011-01-28,81.62,347.31,732.4000000000087,27.17720588235277,1300.7002722222387,2136.76
2014-03-30,2014-08-25,164.29,133.93,678.0000000000073,28.39127516778457,1587.506186111088,2301.47
2018-12-14,2019-04-14,97.76,258.47,109.49999999997817,28.2352459016392,1349.2051333332638,2205.91
2006-11-15,2007-03-09,162.49,283.65,785.1999999999971,27.244347826087388,1078.8678555555452,2618.52
2013-05-24,2013-10-11,162.23,358.42,617.2000000000007,27.68723404255274,1475.8552638889014,1860.17
2016-11-12,2017-03-18,84.67,333.56,751.6000000000058,27.58267716535433,1239.7831833334058,2590.2
1999-11-04,2000-02-19,189.31,496.08,630.0000000000014,27.01944444444443,1082.0334277777774,2566.57
2021-09-07,2021-12-12,108.08,227.0,708.7999999999956,28.20618556701121,913.2131861110684,2314.01
2013-06-15,2013-09-25,151.94,425.12,432.9999999999927,27.578640776697956,1087.4580666666807,2466.24
2016-02-05,2016-06-05,188.85,346.89,493.7000000000262,29.2024590163933,1259.8977749999758,2832.44
2015-10-06,2016-01-21,62.08,336.39,640.7999999999956,28.050925925926464,1015.0521055556019,1442.53
2011-08-20,2011-12-23,77.55,251.3,1225.1000000000022,27.85714285714309,1183.4533222222308,2174.57
2007-08-25,2008-01-17,117.77,175.77,993.0999999999876,27.526027397259895,1418.1574833333289,2314.64
2008-09-28,2008-12-30,99.84,107.57,623.9000000000015,27.60957446808529,882.5321222222265,2083.06
2005-06-25,2005-11-11,71.87,306.4,666.2999999999993,27.726428571428862,1458.2331833333265,2453.92
2006-08-11,2006-12-15,124.61,322.03,1335.9999999999818,27.529921259843,1125.0643027778133,3082.37
2023-12-11,2024-03-18,63.56,107.93,637.5000000000073,28.645454545456545,981.4327916666225,2163.36
2014-04-24,2014-09-01,188.3,219.87,646.4000000000051,28.336641221373867,1384.1450472221986,2372.18
2017-12-14,2018-04-24,65.45,263.88,358.59999999994034,28.076515151515416,1380.488641666685,2501.01
2017-11-12,2018-02-16,58.09,239.21,476.099999999984,27.710309278351655,958.9710027777764,3129.74
2004-11-01,2005-01-31,55.34,445.15,890.1000000000058,27.266304347826086,825.7103027777848,2631.37
2008-12-30,2009-05-11,155.92,282.25,207.50000000000364,28.017293233083166,1442.6224500000098,2434.81
2001-09-25,2002-02-13,86.86,232.76,708.4000000000042,27.435211267605656,1451.2442666666593,2338.93
2000-12-10,2001-03-11,68.86,375.76,227.30000000000018,27.385869565217313,975.4869166666704,2204.22
2012-10-06,2013-03-03,198.36,244.49,1148.6999999999825,27.584563758389496,1432.082955555532,2694.55
2006-12-18,2007-04-11,84.93,493.99,315.2000000000007,27.546956521739208,1189.8312583333027,2680.84
2017-07-23,2017-11-24,103.13,463.62,680.0000000000073,28.25759999999986,1243.4705833333574,2734.34
2001-12-17,2002-05-03,88.13,138.06,483.8000000000029,27.84347826086968,1444.9988027777817,2041.0
2022-09-22,2023-02-15,148.94,172.73,833.699999999968,27.667346938774955,1415.9631611111254,2687.36
2003-02-12,2003-05-21,55.88,420.61,364.8000000000029,28.53838383838394,1047.4884638888943,2362.66
2004-08-06,2004-12-01,147.97,426.44,1207.3000000000065,27.336440677965708,1087.1921138889084,2156.07
2015-07-02,2015-10-26,78.58,118.1,871.2999999999811,28.115384615384617,1145.90310277776,2022.43
2020-12-09,2021-04-04,150.61,284.33,489.4999999999636,28.026495726496027,1163.7626055555738,2777.48
2022-01-10,2022-05-29,192.48,357.42,523.7000000000044,28.692142857143022,1474.7193972222158,2472.83
2002-09-12,2002-12-26,65.22,118.43,1196.2999999999993,27.486792452830038,946.6766611111052,2752.49
2001-11-27,2002-04-18,168.53,489.94,455.600000000004,27.704195804195834,1526.370469444444,2910.71
2005-03-05,2005-06-16,151.61,232.13,522.1000000000058,28.743269230769677,1069.067624999996,2442.11
2015-05-09,2015-09-06,104.02,337.52,703.1000000000204,28.391735537189554,1251.0584138888808,2421.35
2000-08-10,2000-12-07,164.86,203.08,644.7999999999993,27.595000000000102,1197.4493805555685,2727.1
2021-07-25,2021-11-02,129.11,279.46,621.0999999999985,28.274257425743553,1016.7048555555666,2078.07
2018-01-06,2018-04-20,117.1,205.25,278.29999999995925,28.069523809523698,1095.8577472222387,2711.97
2004-03-26,2004-08-11,183.87,395.86,654.2000000000025,28.256115107913292,1456.0270805555665,2749.89
2003-01-23,2003-06-20,86.28,320.91,728.2000000000044,28.375838926174545,1557.4915805555684,2247.29
2009-01-21,2009-05-09,180.44,446.07,165.70000000000437,28.169724770642738,1184.0366916666608,3075.98
2007-04-01,2007-07-16,153.73,366.41,630.0000000000109,28.570093457943926,1080.61694722221,2640.37
2014-10-05,2015-01-08,94.18,276.17,814.6000000000058,27.49791666666594,893.7368777777883,2292.96
2018-11-22,2019-04-20,124.73,455.83,308.9999999999709,28.26399999999965,1621.3608194444096,2526.98
2020-08-05,2020-12-31,150.32,277.03,790.099999999984,28.204697986576594,1485.0141888889193,2142.61
2014-04-23,2014-08-21,93.29,401.11,616.200000000008,28.37355371900812,1280.0903638888558,2607.7
2009-03-16,2009-07-24,92.37,392.17,597.2000000000007,28.462595419847485,1333.1282138888782,2064.85
2014-02-25,2014-07-14,173.11,327.91,492.3000000000029,28.52142857142878,1535.755952777763,2335.77
2022-11-04,2023-03-04,127.25,134.45,587.8999999999724,27.65371900826427,1169.8916694444342,2469.87
2001-11-10,2002-03-29,177.1,135.48,462.600000000004,27.56071428571439,1469.765430555557,2744.6
2021-04-04,2021-07-15,112.34,468.1,544.5999999999913,28.868932038834668,1070.2445888888324,2618.21
2000-12-10,2001-04-14,155.23,216.57,308.6000000000013,27.691269841269772,1354.9751722222227,2415.62
2009-09-27,2010-01-02,150.15,343.43,642.0,27.796938775510412,909.9055083333151,2211.26
2016-04-27,2016-08-23,138.2,112.1,800.0999999999985,28.551260504201974,1150.973997222216,2796.07
2003-04-22,2003-07-30,102.5,255.31,715.3000000000047,28.44199999999975,999.728830555574,2699.84
2018-10-23,2019-03-16,160.58,381.13,388.09999999999127,27.94896551724142,1522.1689333333052,2175.19
2003-01-07,2003-04-07,153.13,401.9,224.79999999999745,27.934065934066414,974.6573583333266,2842.25
2003-07-09,2003-10-22,120.23,136.61,477.70000000000255,27.93773584905634,1090.124269444459,1691.48
2008-11-29,2009-03-04,52.79,438.92,248.80000000000655,27.30312500000021,1012.1352944444443,2652.62
2000-06-11,2000-09-17,192.21,306.71,547.8999999999996,27.60606060606064,1018.402525000005,2356.38
2023-06-23,2023-09-22,128.11,353.41,680.900000000016,28.8021739130443,848.9154194444563,2210.38
2019-03-31,2019-07-22,83.52,122.19,582.3000000000102,29.15438596491284,1129.321288888881,2418.43
2016-01-19,2016-06-17,157.01,468.08,571.4000000000233,29.06688741721858,1566.6293527777307,2732.04
2005-11-10,2006-03-20,136.16,142.4,804.5999999999967,27.210687022900697,1346.9711138888852,2351.86
2001-01-20,2001-06-09,140.26,454.83,606.1000000000031,28.078723404255335,1480.3518000000022,2614.5
2021-02-26,2021-06-06,178.38,226.23,455.7999999999811,28.831683168316545,1064.024369444407,3048.76
2018-12-03,2019-04-23,100.22,220.61,257.199999999968,28.314084507041883,1538.54531111104,2269.67
1999-06-11,1999-10-23,147.73,475.03,797.8999999999978,27.479259259259265,1311.5244500000026,2553.09
2013-05-08,2013-09-04,183.44,478.38,644.0000000000036,27.824166666666134,1220.7951777777926,2719.48
2019-07-05,2019-10-09,198.27,148.12,657.0999999999985,28.436082474226385,886.7118083333189,2493.92
2016-01-08,2016-05-25,113.17,354.09,457.90000000003056,29.030215827338214,1438.1725750000187,2339.98
2001-10-20,2002-02-26,80.45,248.61,516.8000000000038,27.449230769230894,1345.913027777775,2751.02
2019-09-16,2019-12-17,100.37,144.18,1063.799999999981,27.902150537634345,777.9777833333501,2346.73
2019-10-29,2020-03-08,173.66,305.6,966.9999999999709,28.06060606060562,1266.06353611112,2973.13
1999-03-23,1999-08-09,141.33,135.62,558.0999999999985,27.8714285714286,1489.6316083333359,2785.58
2022-10-27,2023-02-01,100.78,451.12,495.2999999999738,27.69897959183703,952.9400499999902,2461.57
2012-02-10,2012-06-19,130.33,327.79,399.7999999999847,28.37251908396871,1389.19201388886,2457.7
2000-02-08,2000-06-12,112.0,366.31,510.0000000000009,28.212698412698376,1300.0991555555502,2420.88
2000-02-14,2000-07-08,199.12,462.57,649.8000000000002,28.189726027397242,1505.8413999999948,2329.7
2015-05-10,2015-08-10,71.99,353.15,509.30000000001746,28.49569892473062,983.0767277777777,2592.95
1999-11-07,2000-03-25,198.74,297.27,664.7000000000021,27.26857142857139,1431.5456027777755,2546.72
2011-04-21,2011-08-30,57.31,454.37,668.8999999999796,28.138636363637158,1377.9012916666106,1581.75
2004-01-20,2004-06-16,91.63,161.5,402.59999999999854,28.381879194630443,1617.8147388888901,2065.25
1998-11-15,1999-03-19,76.96,275.16,831.3000000000015,27.196800000000003,1212.1986222222208,2485.05
2007-03-22,2007-08-01,94.31,100.04,802.5000000000109,28.43308270676685,1333.1762027777586,2943.35
2010-01-30,2010-05-22,191.58,479.22,421.0000000000073,28.75309734513331,1186.1275972222284,2542.64
2006-08-15,2006-11-14,134.1,139.4,809.9999999999854,27.607608695652743,851.3912722222412,1966.9
1998-12-31,1999-05-11,164.11,347.54,532.100000000002,27.74621212121215,1388.907152777776,2173.61
2022-07-07,2022-10-09,85.87,237.49,682.6999999999753,27.782105263157465,914.3685111110535,2123.85
2009-07-30,2009-11-18,155.22,498.42,729.0000000000073,27.841964285714443,1082.4461472222029,2335.33
2010-12-31,2011-04-14,131.12,351.38,209.10000000000582,27.45523809523826,1135.922169444486,1849.9
2021-12-28,2022-05-15,135.06,364.56,439.6000000000058,28.63237410071938,1486.6354722222168,2002.87
2020-12-30,2021-04-06,88.27,286.6,330.19999999998254,28.0928571428575,992.8535527777858,1886.83
2010-09-10,2011-01-25,85.67,361.79,704.700000000008,27.209420289855135,1329.6273388889094,2215.01
2015-11-27,2016-04-04,183.44,298.29,304.70000000001164,28.455384615384705,1381.0222083333792,2876.58
2009-12-26,2010-05-05,123.18,205.01,327.7999999999993,28.389312977099348,1404.41341666667,1747.67
2020-07-27,2020-11-07,135.35,167.04,391.70000000000437,28.269230769229928,1060.580661111133,2292.54
2019-05-15,2019-08-19,145.24,397.53,515.1000000000058,28.8391752577325,929.3789333333698,2414.75
1998-03-18,1998-07-21,56.09,282.58,704.9999999999998,29.110317460317443,1243.6539000000007,1914.21
2009-10-09,2010-01-12,102.57,232.22,605.3999999999942,27.752083333333456,892.681708333308,1707.92
2005-10-17,2006-02-09,126.92,102.17,854.2000000000044,27.081896551724515,1159.693697222221,2596.34
2016-04-09,2016-08-17,83.92,299.71,795.7000000000116,28.769465648855316,1293.40907777776,2090.83
2001-04-04,2001-08-20,173.05,416.46,737.0000000000009,28.180575539568387,1428.8933083333395,2614.86
2003-12-10,2004-03-22,106.82,491.63,71.69999999999709,27.752884615384364,1148.4645694444444,2330.89
2008-04-28,2008-09-01,135.21,472.62,762.1999999999971,27.99763779527511,1282.2590833333306,2893.92
2015-05-15,2015-08-25,131.23,462.97,551.7000000000116,28.456310679611086,1085.1690694444333,2524.74
2020-10-25,2021-03-09,176.41,150.63,711.7999999999593,28.014705882352942,1344.3839861111192,2507.92
2004-03-24,2004-06-30,135.2,215.1,377.4000000000033,28.58080808080764,1066.2498333333424,2182.51
1998-11-15,1999-03-16,61.93,295.04,822.8000000000015,27.171311475409833,1182.8370194444428,2847.31
2002-01-03,2002-04-23,147.13,376.16,259.50000000000273,27.896396396396593,1192.4369583333355,2111.26
2017-10-22,2018-01-21,95.83,112.97,500.2999999999811,27.833695652174356,883.2728138889361,2223.7
1998-01-26,1998-05-31,172.93,455.15,365.99999999999994,29.054761904761914,1339.6225750000012,2776.02
2006-10-24,2007-03-07,183.01,178.16,1102.2999999999956,27.20518518518592,1217.8436055555612,2352.31
2000-07-05,2000-11-01,194.13,483.67,674.0999999999995,27.558333333333394,1220.1508833333446,2427.61
2021-10-03,2022-01-04,172.42,346.69,609.8999999999942,28.167021276596486,878.7793472221965,2837.25
1999-09-29,2000-02-24,186.67,217.95,923.2000000000012,27.13020134228184,1447.831308333335,2354.92
2010-07-15,2010-11-14,195.23,344.04,547.5,27.669918699186827,1240.0506166666673,3319.63
2008-08-09,2008-11-14,157.18,364.03,392.8000000000102,27.80918367346912,993.7647833333322,3075.12
2001-04-27,2001-09-05,101.86,206.97,682.4000000000005,28.114393939394038,1359.963852777777,2157.09
2000-03-26,2000-07-02,150.95,495.73,577.4999999999991,28.292929292929294,993.2473527777747,2448.73
2011-12-24,2012-05-22,119.38,104.46,306.0999999999949,27.96688741721835,1638.7813083333313,2094.08
2008-10-30,2009-03-12,58.67,324.6,527.9000000000015,27.408208955224076,1395.6178666666601,2308.78
2006-02-11,2006-06-20,95.77,251.53,471.59999999999854,28.32307692307625,1372.8687444444513,2279.23
2018-03-07,2018-07-09,185.4,315.23,838.4999999999636,28.67519999999972,1226.9794027777534,3145.85
2019-09-27,2020-02-21,169.49,261.46,1201.7999999999738,27.989189189188952,1372.7351888889098,2502.37
2001-04-26,2001-08-19,65.57,447.84,586.8000000000002,28.180172413793116,1187.3015694444493,2007.31
2014-07-10,2014-10-20,138.79,276.26,618.6999999999971,27.8116504854361,1032.0647388888974,2240.49
2021-08-29,2022-01-18,174.14,307.62,857.4000000000015,28.165034965035616,1386.6575666666176,2446.06
2010-06-08,2010-10-31,133.59,222.42,803.1000000000022,27.825342465753224,1456.9059222222131,1895.44
2005-09-30,2006-01-17,157.29,373.0,886.6000000000004,27.1863636363639,1096.7688583333365,2273.53
2013-10-05,2014-02-19,105.52,183.83,510.299999999992,27.35507246376875,1438.3583805555536,2494.55
2011-03-11,2011-06-13,97.74,351.43,375.6999999999898,28.315789473686355,1028.4283916666682,2137.51
2023-01-26,2023-06-17,97.67,192.41,593.2999999999665,28.695104895104244,1482.95118888891,2189.98
1998-04-18,1998-07-31,56.89,301.48,720.8999999999999,28.875238095238092,991.4300472222226,2277.46
2017-04-03,2017-08-14,95.72,433.68,545.4000000000378,28.76119402985053,1452.3883555555658,2436.19
2022-07-13,2022-10-15,193.35,227.65,740.3999999999942,27.736842105262546,916.8964805555006,2807.06
2012-10-20,2013-03-07,86.11,344.73,1040.999999999989,27.570503597122638,1347.5072527777593,1925.97
2021-09-21,2021-12-21,84.85,224.71,731.3999999999869,28.1989130434794,835.0218055555597,2404.59
2019-09-16,2019-12-17,64.71,420.86,1063.799999999981,27.902150537634345,777.9777833333501,2234.45
2016-01-24,2016-05-01,65.14,349.48,170.400000000016,29.073737373737256,1093.9167777777766,2428.83
2007-07-20,2007-11-26,198.84,148.29,709.6999999999935,27.733846153845548,1285.1002749999752,2712.41
2002-12-06,2003-04-15,102.62,460.12,632.2999999999975,27.85572519083985,1308.1753361111114,2543.38
2020-04-05,2020-08-30,177.06,195.9,824.5000000000146,28.97635135135135,1490.6810055555834,2584.38
2009-12-04,2010-04-25,158.77,130.6,420.7999999999993,28.216783216783522,1514.1580861111215,2066.18
2005-04-07,2005-07-30,166.85,415.39,604.4999999999945,28.487826086956574,1183.7659833333273,3057.33
2011-10-16,2012-03-01,169.71,309.48,1142.4000000000087,27.467391304348038,1309.2130388889273,2728.55
2021-12-17,2022-03-22,190.19,438.73,125.10000000000582,28.198958333333394,1039.6135333333805,3063.21
2012-07-25,2012-10-26,115.37,143.51,527.3999999999942,27.94893617021289,960.549569444418,2646.9
2004-12-13,2005-04-09,81.83,354.56,373.7000000000007,27.84576271186443,1222.1356888888986,2610.31
2007-02-14,2007-06-15,89.61,365.32,492.40000000000146,28.38442622950839,1297.0353944444214,2089.48
2002-02-10,2002-05-20,190.13,322.88,394.8000000000029,28.29200000000026,1033.725136111112,2049.43
2000-06-23,2000-11-13,172.25,360.12,906.6999999999998,27.577777777777882,1446.2934666666806,2580.65
2014-03-12,2014-06-26,197.43,464.12,387.5000000000073,28.63177570093409,1173.2613861111022,3138.18
2016-04-12,2016-08-14,161.74,325.83,783.0000000000146,28.763200000000186,1224.344174999991,2545.69
2006-08-27,2006-11-30,108.43,100.06,924.8999999999796,27.52708333333415,851.9771444444777,2143.47
1999-01-06,1999-04-14,143.45,482.76,260.5000000000018,27.68080808080813,1055.5809694444438,2453.67
2013-05-13,2013-09-29,118.77,380.55,722.4000000000015,27.73285714285656,1436.8980527777821,2335.34
2020-05-31,2020-09-26,101.82,387.09,587.4000000000015,28.57394957983159,1174.4649666666664,2069.62
2013-12-15,2014-04-02,164.37,108.95,99.09999999998763,27.6211009174329,1194.415327777795,2155.51
2006-02-26,2006-07-11,51.24,361.48,614.9999999999945,28.383088235293734,1428.5161527777782,2192.68
2012-10-01,2013-02-11,56.99,184.19,1080.099999999984,27.56119402985127,1280.2156749999704,2232.85
2017-07-25,2017-12-12,96.54,410.11,901.5,28.20141843971627,1361.2199333333847,2307.53
2009-06-07,2009-10-26,199.04,151.58,725.5000000000036,27.907746478873403,1473.498866666654,3166.12
2000-05-23,2000-09-11,73.86,325.02,665.8000000000011,27.733035714285766,1123.7905750000045,2371.55
2007-10-08,2008-02-20,167.93,419.32,693.1999999999862,27.400735294117325,1356.963286111095,2650.16
2009-11-08,2010-02-09,193.86,218.45,399.09999999999127,27.66489361702097,919.9485138888485,2665.16
2015-12-11,2016-04-24,113.92,210.86,271.5000000000218,28.718382352941475,1473.1316250000236,2240.12
1999-05-09,1999-08-21,167.87,147.72,587.5999999999981,27.566666666666684,1073.8554777777808,3195.31
2009-03-07,2009-06-23,188.09,236.09,485.3999999999978,28.57614678899112,1121.5163444444333,2356.67
2010-03-02,2010-06-10,92.04,474.68,554.7000000000007,28.98712871287169,1044.2606888889059,2131.66
2000-12-31,2001-05-17,64.51,144.21,511.40000000000236,27.904347826086845,1477.1992277777772,1811.41
2015-02-11,2015-05-12,93.03,174.2,255.90000000000146,28.49780219780367,983.6035277777701,2532.78
2010-10-22,2011-03-01,52.76,262.91,564.0000000000073,27.08931297709966,1271.7271111111404,2473.97
1999-07-20,1999-12-14,79.55,376.97,1043.3999999999996,27.278378378378335,1426.8403500000013,2061.88
2021-12-07,2022-04-14,102.08,288.31,335.1999999999898,28.37286821705476,1366.437952777822,2073.76
1998-08-21,1998-11-25,176.0,386.43,511.8000000000003,27.662886597938137,996.3789999999995,2844.34
2001-03-01,2001-07-27,152.17,231.99,657.1000000000013,28.312080536912802,1575.1320305555546,2376.15
2018-03-09,2018-06-27,80.88,423.94,789.7999999999665,28.73603603603614,1083.0996055555443,1835.87
2021-10-18,2022-02-16,80.71,336.91,605.8999999999869,28.05573770491913,1176.5727722222073,2300.91
2012-11-26,2013-03-26,154.04,315.25,654.0999999999985,27.702479338842736,1221.146027777766,2925.99
2021-05-01,2021-09-15,196.14,154.96,770.6999999999898,28.576811594203573,1401.8496333332732,2465.57
2007-12-01,2008-04-23,137.31,170.55,755.5999999999913,27.466206896551864,1470.2664638888818,2503.61
2002-04-14,2002-09-03,134.34,381.22,777.4000000000078,28.217482517482864,1437.631886111105,2769.2
2022-09-21,2023-01-02,66.51,441.83,684.6999999999898,27.817307692307132,999.4692166666355,2785.49
2012-03-01,2012-06-04,102.66,309.26,320.1999999999898,28.53645833333303,1028.997927777753,2667.88
2020-07-16,2020-11-18,112.91,242.29,749.7999999999884,28.258730158729282,1240.3850805555703,2426.48
2002-11-23,2003-02-24,57.98,485.52,597.5000000000018,27.49148936170225,891.9883944444409,2299.4
2008-01-09,2008-05-07,126.91,144.6,631.1999999999935,27.597500000000096,1206.7295083333156,2265.22
2019-02-14,2019-06-11,85.0,305.89,402.40000000000873,29.0593220338988,1234.0447944444022,2030.45
2002-01-11,2002-04-13,168.46,492.69,169.00000000000182,27.841935483871154,1005.5794666666716,2542.05
2012-07-01,2012-10-26,153.21,202.05,639.5000000000036,28.011864406779857,1205.294691666626,2674.82
2006-04-27,2006-09-03,179.07,197.81,697.4999999999982,28.16923076923032,1342.2362388888869,2749.18
2014-11-05,2015-02-04,139.95,192.05,604.9999999999964,27.395652173912346,878.7856833333353,2659.68
2002-04-09,2002-09-03,142.38,218.95,789.6000000000076,28.22567567567598,1494.2117277777706,2848.24
2001-07-07,2001-10-09,115.62,393.95,604.3000000000002,27.684210526315944,973.3442749999995,2292.4
2002-11-10,2003-03-10,124.74,288.28,936.5999999999985,27.550413223140545,1139.3004722222286,2013.15
2000-02-24,2000-07-21,148.54,239.55,660.5,28.187248322147635,1548.5166111111048,2110.2
2016-09-22,2016-12-29,193.16,281.09,582.9999999999782,27.563636363636245,970.3600277778023,2390.95
2000-06-11,2000-09-28,125.92,366.44,706.1999999999998,27.577272727272792,1100.2379694444498,2133.06
2004-01-08,2004-04-12,118.18,339.3,148.1999999999989,28.05312499999968,1060.0084166666675,2146.96
2001-04-08,2001-09-01,190.73,285.76,814.6000000000013,28.125850340136104,1511.5715638888905,2956.87
2000-02-08,2000-05-09,164.58,338.71,256.09999999999945,28.146739130434703,984.9926611111114,2726.49
2020-05-11,2020-09-02,95.94,128.3,681.0000000000146,28.809565217391103,1133.1059416666394,2635.59
2005-01-31,2005-06-28,90.12,223.79,549.3000000000029,28.485234899329075,1559.6532916666656,2428.54
2011-07-17,2011-11-20,130.91,499.67,751.5000000000036,27.893700787402032,1267.7767499999827,2849.74
2001-07-16,2001-11-01,145.11,427.33,695.9000000000015,27.574311926605624,1114.1981638888847,2748.8
2004-01-28,2004-06-12,166.23,221.95,393.09999999999854,28.444525547444787,1484.3065138888924,2702.39
2002-11-25,2003-03-29,62.87,419.03,665.0999999999985,27.69200000000023,1231.0541916666625,1878.66
2016-02-06,2016-05-14,137.91,385.62,310.30000000002474,29.232323232323232,1054.9342805555498,2505.18
2020-03-24,2020-06-30,104.98,336.8,550.6000000000276,29.276767676768795,1032.3432277778338,2753.04
1999-07-11,1999-11-23,143.46,258.37,804.5999999999995,27.366176470588176,1325.6777500000026,2154.91
2015-10-26,2016-03-02,162.76,164.7,537.7000000000044,28.137209302326124,1274.7626611111918,2658.11
2000-06-28,2000-11-01,123.22,404.93,730.4999999999991,27.567716535433174,1283.8749611111252,2551.49
2005-09-23,2006-02-08,60.11,473.38,907.6000000000022,27.17194244604344,1416.5306694444444,2772.02
