field_id,crop,variety,soil_type,planting_date,harvest_date,fertilizer_kg_ha,pesticide_l_ha,yield_kg_ha
52,Cotton,B,loam,1998-04-18,1998-07-31,56.89,25.19,2291.76
88,Maize,B,loam,2004-04-21,2004-09-05,191.07,1.6,5682.32
109,Paddy,C,loam,2002-08-01,2002-11-20,167.69,45.07,5996.73
85,Cotton,A,sandy,2017-04-03,2017-08-14,95.72,41.71,2387.69
59,Jowar,B,clay,2015-06-17,2015-09-30,75.21,30.37,2317.15
73,Paddy,C,loam,2006-12-04,2007-04-17,125.91,41.17,5866.9
42,Cotton,B,clay,2022-07-13,2022-10-15,193.35,15.96,2856.43
9,Maize,A,sandy,1999-08-28,2000-01-14,159.55,32.27,5523.35
152,Maize,C,sandy,2014-05-06,2014-10-02,126.9,5.85,3440.11
58,Maize,A,loam,1998-06-28,1998-09-27,86.42,8.9,4950.57
178,Maize,B,sandy,2005-12-27,2006-04-26,145.83,34.35,5178.72
20,Maize,A,clay,2013-03-23,2013-06-28,102.98,1.79,5069.91
101,Maize,C,clay,2005-12-07,2006-04-10,57.42,22.19,5378.95
17,Paddy,B,loam,2017-01-01,2017-04-10,99.36,37.9,5484.12
83,Paddy,A,loam,2015-03-29,2015-07-26,186.02,21.89,5560.79
53,Cotton,C,sandy,2012-10-20,2013-03-07,86.11,30.59,1919.72
77,Jowar,A,clay,2006-04-29,2006-08-04,179.66,21.0,2851.14
146,Jowar,C,sandy,2010-12-21,2011-03-30,183.78,19.59,2287.57
2,Jowar,A,sandy,2003-10-07,2004-01-11,181.84,11.02,2976.72
128,Maize,C,loam,2006-09-21,2007-01-22,191.13,33.53,5583.45
84,Cotton,C,loam,2021-09-21,2021-12-21,84.85,15.59,2455.35
180,Paddy,C,clay,2000-02-16,2000-05-25,97.7,46.54,5064.96
33,Maize,C,clay,2012-09-11,2012-12-29,136.29,31.63,4759.48
156,Jowar,A,clay,2012-10-15,2013-02-08,162.78,18.59,3621.77
77,Cotton,A,loam,2019-09-16,2019-12-17,64.71,40.11,2192.05
125,Cotton,A,loam,2016-01-24,2016-05-01,65.14,31.18,2420.32
147,Jowar,B,loam,2004-07-10,2004-11-05,113.42,37.82,3100.94
34,Maize,A,loam,2009-06-06,2009-09-20,195.97,44.82,6288.79
190,Jowar,C,sandy,2016-10-16,2017-02-24,57.19,8.65,2895.95
186,Cotton,C,loam,2007-07-20,2007-11-26,198.84,6.04,2799.48
72,Paddy,B,loam,2001-02-15,2001-06-01,93.65,23.56,6641.55
185,Cotton,A,sandy,2002-12-06,2003-04-15,102.62,45.02,2482.33
9,Jowar,B,clay,2022-06-30,2022-11-14,74.56,30.31,3194.09
57,Maize,A,clay,2000-11-10,2001-02-16,107.93,12.45,4155.24
55,Cotton,A,clay,2020-04-05,2020-08-30,177.06,11.99,2648.83
10,Jowar,B,loam,2014-11-03,2015-02-25,98.88,22.76,2800.07
131,Paddy,B,clay,2013-12-20,2014-05-08,92.5,34.2,5458.63
133,Maize,B,sandy,2016-10-31,2017-03-09,103.42,45.8,4983.17
61,Paddy,A,clay,2023-07-12,2023-10-26,90.78,4.6,6699.69
102,Cotton,B,sandy,2009-12-04,2010-04-25,158.77,3.83,2161.65
89,Paddy,C,clay,2023-04-30,2023-09-18,181.09,31.33,6131.16
154,Cotton,C,clay,2005-04-07,2005-07-30,166.85,39.42,3017.51
131,Jowar,C,sandy,2008-01-14,2008-05-12,69.55,43.32,3502.5
107,Maize,A,loam,2007-03-20,2007-07-08,164.2,35.71,5772.23
156,Maize,B,loam,2010-07-19,2010-11-20,134.21,7.99,5325.64
13,Paddy,B,sandy,2008-07-16,2008-11-07,78.48,47.79,6235.51
138,Jowar,A,loam,2016-02-13,2016-06-22,126.98,9.95,2918.74
128,Paddy,B,loam,2018-08-26,2018-12-30,165.02,2.98,6200.45
32,Maize,C,sandy,1999-07-19,1999-11-16,128.05,42.48,4398.41
55,Maize,C,loam,2016-04-14,2016-08-01,189.04,3.57,4911.02
89,Maize,C,clay,2017-09-10,2018-02-05,155.37,10.53,4486.07
134,Paddy,A,sandy,2008-08-29,2009-01-03,85.52,21.17,3622.63
146,Paddy,C,loam,2004-10-02,2005-01-07,160.7,43.56,5321.19
175,Jowar,B,sandy,2013-06-15,2013-09-14,190.18,35.06,2864.03
48,Jowar,B,sandy,2020-06-08,2020-09-26,108.04,1.71,2168.11
181,Paddy,A,sandy,2005-01-10,2005-05-13,58.27,5.52,6216.84
142,Cotton,C,sandy,2011-10-16,2012-03-01,169.71,26.18,2739.04
146,Jowar,A,loam,2023-03-07,2023-06-06,118.28,13.96,2864.33
161,Maize,B,sandy,1998-09-04,1998-12-11,185.1,22.72,4960.03
44,Jowar,C,sandy,2013-11-29,2014-04-02,138.91,41.21,3241.88
63,Maize,C,sandy,2020-08-22,2020-12-31,199.71,41.49,6341.57
29,Paddy,C,clay,2022-12-17,2023-04-03,138.2,33.13,5837.58
159,Cotton,A,loam,2021-12-17,2022-03-22,190.19,42.34,3012.31
120,Maize,A,clay,2017-10-30,2018-02-03,114.05,12.09,4893.15
138,Maize,B,loam,2003-07-01,2003-10-23,139.14,10.48,5017.22
36,Cotton,A,loam,2012-07-25,2012-10-26,115.37,5.44,2736.23
110,Cotton,A,clay,2004-12-13,2005-04-09,81.83,31.82,2599.39
22,Cotton,A,loam,2007-02-14,2007-06-15,89.61,33.17,2073.46
85,Maize,C,clay,2013-05-04,2013-09-11,62.75,0.35,4520.44
2,Jowar,C,clay,2009-03-03,2009-07-19,145.51,13.61,3235.04
138,Jowar,C,clay,2003-08-19,2004-01-04,185.38,20.72,3089.14
82,Maize,A,sandy,2012-12-23,2013-04-04,86.53,28.82,5163.98
45,Paddy,B,sandy,2000-09-14,2001-01-13,91.19,29.6,6419.24
61,Cotton,C,clay,2002-02-10,2002-05-20,190.13,27.86,2053.56
195,Maize,C,loam,1998-09-19,1998-12-27,152.58,34.21,6157.18
96,Jowar,B,clay,2000-08-09,2000-12-22,84.92,48.45,2987.43
56,Maize,C,sandy,2005-04-07,2005-08-19,78.23,11.69,3519.67
190,Cotton,B,clay,2000-06-23,2000-11-13,172.25,32.52,2567.1
24,Maize,A,sandy,2012-03-06,2012-06-13,58.14,23.72,4179.9
142,Jowar,A,clay,2021-06-11,2021-10-26,151.5,21.18,3138.76
140,Maize,C,clay,2014-05-25,2014-10-04,142.67,35.55,5098.98
50,Paddy,A,loam,2020-11-03,2021-02-19,173.58,30.06,6087.03
172,Jowar,A,sandy,2016-11-04,2017-02-13,175.65,11.78,3123.66
148,Maize,A,sandy,2018-01-25,2018-06-21,176.37,22.9,6284.19
119,Cotton,B,loam,2014-03-12,2014-06-26,197.43,45.52,3075.23
112,Paddy,B,clay,2021-04-11,2021-08-11,79.18,7.04,5839.09
85,Jowar,C,sandy,2021-10-29,2022-03-06,134.08,39.5,3080.46
15,Paddy,C,sandy,2005-07-24,2005-12-18,157.45,15.25,6423.07
43,Paddy,C,clay,1999-06-16,1999-11-03,135.92,45.15,5314.39
33,Paddy,B,sandy,2015-06-22,2015-09-27,163.57,30.42,5755.73
196,Cotton,C,loam,2016-04-12,2016-08-14,161.74,28.23,2548.42
58,Jowar,C,clay,2009-01-16,2009-04-18,144.36,10.41,2943.25
70,Paddy,C,sandy,1999-06-02,1999-10-05,74.27,32.55,6327.18
152,Paddy,C,clay,2015-02-22,2015-06-27,89.61,32.31,5788.43
86,Jowar,A,loam,2015-05-25,2015-09-20,69.26,12.58,2990.53
169,Maize,A,clay,2001-12-31,2002-05-09,117.08,34.37,4925.99
27,Paddy,A,sandy,2000-05-07,2000-08-21,70.54,29.45,6039.19
175,Cotton,A,sandy,2006-08-27,2006-11-30,108.43,0.01,2253.44
95,Maize,A,clay,2021-04-08,2021-08-09,120.86,41.53,5166.27
104,Paddy,A,sandy,2007-10-31,2008-03-21,179.88,39.66,6184.0
177,Maize,A,sandy,2009-11-29,2010-04-17,133.35,29.86,4786.88
193,Cotton,A,loam,1999-01-06,1999-04-14,143.45,47.85,2381.87
160,Jowar,A,sandy,2010-07-22,2010-11-04,198.71,19.15,3294.56
179,Maize,C,loam,2010-12-11,2011-04-24,86.89,37.38,4281.69
34,Jowar,A,clay,2009-05-21,2009-08-24,131.6,18.93,2956.51
81,Paddy,A,loam,2010-04-21,2010-09-13,138.58,36.38,6239.09
112,Maize,B,sandy,2022-12-13,2023-03-15,58.51,4.69,4991.78
83,Jowar,B,clay,2010-06-25,2010-09-28,79.23,35.53,2047.57
34,Cotton,A,sandy,2013-05-13,2013-09-29,118.77,35.07,2312.08
9,Cotton,B,clay,2020-05-31,2020-09-26,101.82,35.89,2043.25
193,Paddy,A,clay,2021-06-05,2021-09-24,128.41,37.08,6508.82
157,Paddy,B,clay,2009-04-27,2009-09-13,147.17,44.76,5229.86
83,Maize,B,loam,2003-06-16,2003-10-06,168.99,44.16,4055.95
23,Cotton,B,clay,2013-12-15,2014-04-02,164.37,1.12,2261.26
37,Paddy,C,clay,1998-06-15,1998-10-06,150.04,34.1,6429.51
15,Cotton,C,clay,2006-02-26,2006-07-11,51.24,32.69,2178.48
10,Cotton,A,sandy,2012-10-01,2013-02-11,56.99,10.52,2302.86
40,Cotton,A,sandy,2017-07-25,2017-12-12,96.54,38.76,2270.22
176,Paddy,A,loam,2014-09-08,2015-01-28,193.0,26.89,7425.05
4,Jowar,A,clay,1998-06-03,1998-09-05,198.59,14.96,3102.38
124,Cotton,A,clay,2009-06-07,2009-10-26,199.04,6.45,3251.62
27,Paddy,C,sandy,2007-03-12,2007-07-10,78.97,25.2,5519.4
3,Paddy,B,clay,2014-05-05,2014-08-14,91.86,34.61,4695.19
124,Paddy,B,clay,2016-08-30,2017-01-22,147.57,25.92,6372.85
37,Jowar,A,loam,2009-11-28,2010-04-16,77.28,44.71,2723.19
166,Maize,B,sandy,2009-04-26,2009-08-26,105.95,47.87,4497.39
117,Maize,A,sandy,1998-12-30,1999-04-02,50.49,49.98,4962.32
134,Paddy,C,clay,2001-05-01,2001-09-22,145.36,8.31,4858.13
121,Paddy,C,clay,2007-12-24,2008-04-19,92.74,1.79,5379.4
161,Paddy,A,loam,2000-09-17,2001-01-11,135.17,2.12,4434.94
26,Paddy,A,sandy,2018-05-05,2018-09-30,128.68,16.52,4904.5
174,Cotton,A,sandy,2000-05-23,2000-09-11,73.86,28.13,2374.66
56,Jowar,A,sandy,2003-03-03,2003-07-02,72.79,18.05,2698.3
92,Cotton,B,sandy,2007-10-08,2008-02-20,167.93,39.92,2608.49
49,Maize,A,loam,2012-01-02,2012-05-01,139.14,42.56,5961.45
115,Paddy,C,clay,2015-11-01,2016-03-19,175.13,32.68,5359.3
119,Maize,C,loam,2005-07-07,2005-12-02,161.31,36.1,5488.08
31,Maize,B,sandy,2019-03-31,2019-06-29,182.46,43.07,5157.71
7,Jowar,A,clay,2000-11-29,2001-03-02,158.47,9.74,2660.16
153,Jowar,A,clay,2014-02-05,2014-05-26,167.71,6.41,3095.36
117,Maize,B,clay,1999-01-07,1999-05-05,107.44,12.91,5017.98
56,Cotton,A,clay,2009-11-08,2010-02-09,193.86,14.81,2718.9
180,Jowar,B,loam,2013-05-09,2013-08-24,137.63,45.7,2636.55
114,Jowar,A,clay,2013-03-02,2013-07-17,145.01,15.46,2752.23
87,Paddy,C,clay,2003-06-29,2003-09-28,101.3,19.89,6060.53
78,Paddy,A,clay,1998-12-15,1999-04-25,196.74,14.06,6336.9
104,Paddy,B,sandy,2015-12-06,2016-04-13,178.18,46.35,4813.06
21,Maize,A,clay,2006-06-24,2006-11-09,132.77,27.66,6207.99
101,Cotton,C,clay,2015-12-11,2016-04-24,113.92,13.86,2297.47
119,Jowar,C,loam,2005-08-22,2005-11-29,167.52,47.51,3151.03
68,Jowar,A,loam,2013-11-09,2014-02-28,116.39,11.42,2877.72
159,Cotton,C,loam,1999-05-09,1999-08-21,167.87,5.97,3282.65
167,Cotton,C,clay,2009-03-07,2009-06-23,188.09,17.01,2402.02
124,Maize,A,sandy,2019-04-09,2019-07-31,62.95,46.69,4763.34
118,Cotton,C,loam,2010-03-02,2010-06-10,92.04,46.83,2063.68
120,Paddy,B,loam,2005-03-30,2005-07-09,156.18,38.35,5921.43
19,Jowar,B,loam,2001-08-26,2001-12-07,56.66,4.3,2975.66
186,Cotton,B,sandy,2000-12-31,2001-05-17,64.51,5.53,1900.41
52,Jowar,C,clay,2017-03-16,2017-07-31,168.59,16.46,2324.28
37,Cotton,B,loam,2015-02-11,2015-05-12,93.03,9.27,2607.53
95,Cotton,C,sandy,2010-10-22,2011-03-01,52.76,20.36,2506.59
192,Cotton,C,clay,1999-07-20,1999-12-14,79.55,34.62,2040.32
190,Jowar,C,loam,2006-04-30,2006-07-31,146.62,38.41,2517.38
124,Cotton,C,clay,2021-12-07,2022-04-14,102.08,23.54,2094.32
64,Maize,C,loam,2004-08-07,2004-12-19,188.01,0.4,6007.95
56,Paddy,C,clay,2010-07-14,2010-11-25,69.24,9.68,4676.77
95,Maize,C,clay,2007-01-31,2007-05-29,90.24,12.57,4287.62
171,Cotton,B,loam,1998-08-21,1998-11-25,176.0,35.8,2818.28
153,Maize,C,clay,2016-06-30,2016-10-27,157.22,31.35,5338.49
61,Jowar,A,loam,2002-07-12,2002-10-27,174.88,42.4,3351.75
60,Cotton,A,sandy,2001-03-01,2001-07-27,152.17,16.5,2423.45
72,Jowar,A,sandy,2002-10-20,2003-03-15,55.14,35.78,2334.17
158,Cotton,B,clay,2018-03-09,2018-06-27,80.88,40.49,1791.99
192,Paddy,B,clay,2011-03-15,2011-08-03,154.16,18.3,5505.29
176,Jowar,B,clay,2015-04-05,2015-07-20,110.41,4.95,3206.13
175,Jowar,B,loam,2000-08-17,2000-12-26,122.77,42.84,3463.88
41,Paddy,B,clay,2023-08-28,2023-12-29,53.3,46.32,4416.22
104,Paddy,A,loam,2018-08-15,2018-11-15,92.5,16.28,5456.27
16,Cotton,C,clay,2021-10-18,2022-02-16,80.71,29.61,2298.38
18,Cotton,C,loam,2012-11-26,2013-03-26,154.04,26.91,2933.75
120,Paddy,B,loam,2012-05-14,2012-09-25,137.61,37.96,6298.61
44,Maize,C,clay,2018-05-26,2018-09-13,152.15,34.5,5214.32
185,Maize,C,sandy,1999-10-17,2000-02-28,65.47,19.94,3991.56
9,Cotton,C,clay,2021-05-01,2021-09-15,196.14,6.87,2549.47
110,Paddy,B,clay,2001-07-17,2001-11-07,123.02,0.24,5232.56
101,Cotton,B,loam,2007-12-01,2008-04-23,137.31,8.82,2580.1
78,Cotton,C,clay,2002-04-14,2002-09-03,134.34,35.15,2745.62
81,Paddy,C,loam,2002-06-18,2002-09-23,146.36,3.9,5800.23
38,Jowar,A,loam,2019-06-22,2019-10-10,92.77,44.9,2788.99
147,Jowar,A,loam,2011-04-12,2011-09-04,65.99,10.88,2666.94
83,Paddy,B,clay,2020-03-06,2020-08-01,184.71,31.05,6324.97
113,Jowar,C,sandy,2018-06-24,2018-11-13,188.12,45.24,2759.95
153,Jowar,A,clay,2005-12-30,2006-04-19,63.77,34.05,3119.75
81,Maize,A,clay,2015-11-25,2016-04-14,171.13,22.1,5039.42
159,Cotton,B,clay,2022-09-21,2023-01-02,66.51,42.73,2733.12
158,Maize,A,clay,2007-01-23,2007-06-14,57.01,20.27,4873.84
64,Maize,B,sandy,1998-09-29,1999-01-04,165.67,40.96,3828.35
11,Maize,B,loam,2002-01-02,2002-04-17,158.18,36.99,6278.7
38,Cotton,B,clay,2012-03-01,2012-06-04,102.66,26.16,2678.48
9,Cotton,A,loam,2020-07-16,2020-11-18,112.91,17.79,2468.9
95,Jowar,B,sandy,2000-08-13,2001-01-03,193.56,20.3,2737.06
172,Maize,C,clay,2003-02-16,2003-05-31,57.57,49.28,4327.66
85,Jowar,B,clay,2014-09-16,2015-01-27,183.02,4.53,3184.52
109,Cotton,B,clay,2002-11-23,2003-02-24,57.98,48.19,2226.28
174,Maize,C,loam,1999-01-28,1999-05-07,125.83,36.66,5339.61
196,Paddy,B,sandy,2010-09-12,2011-01-23,126.54,7.86,5517.53
196,Paddy,B,sandy,2014-12-20,2015-03-24,62.54,12.27,4436.81
155,Paddy,B,clay,2011-01-18,2011-05-15,114.45,15.64,6253.64
96,Paddy,C,clay,2008-03-19,2008-08-07,180.97,30.37,5708.26
11,Maize,A,loam,2020-01-10,2020-06-01,146.73,26.58,5136.04
25,Paddy,A,sandy,2005-08-24,2005-11-28,74.06,47.01,6430.63
193,Jowar,C,clay,1998-11-14,1999-03-26,140.91,27.24,3069.79
137,Paddy,A,sandy,2009-02-03,2009-05-31,70.29,22.03,5646.43
2,Cotton,A,loam,2008-01-09,2008-05-07,126.91,5.58,2354.04
178,Maize,B,sandy,2006-03-21,2006-07-18,127.75,44.07,3985.81
110,Jowar,C,loam,2017-09-04,2017-12-23,68.49,2.41,3277.21
90,Cotton,A,sandy,2019-02-14,2019-06-11,85.0,25.74,2042.66
135,Cotton,B,sandy,2002-01-11,2002-04-13,168.46,49.09,2465.53
156,Maize,A,sandy,2020-03-25,2020-08-19,74.47,27.42,4423.34
126,Cotton,A,loam,2012-07-01,2012-10-26,153.21,12.76,2736.35
74,Maize,B,clay,2010-12-09,2011-04-04,67.85,47.48,5260.71
152,Jowar,C,loam,2019-01-10,2019-04-19,132.35,24.4,3361.69
49,Maize,B,loam,2009-09-07,2010-01-17,104.65,38.38,5528.47
170,Cotton,B,clay,2006-04-27,2006-09-03,179.07,12.23,2812.72
156,Maize,C,loam,2013-05-09,2013-09-02,153.89,46.92,4874.39
175,Cotton,A,clay,2014-11-05,2015-02-04,139.95,11.51,2725.96
183,Maize,B,sandy,2010-05-28,2010-10-05,52.25,16.44,3831.77
149,Cotton,C,loam,2002-04-09,2002-09-03,142.38,14.87,2901.74
140,Maize,C,sandy,2011-09-21,2012-02-03,85.01,13.77,4144.17
35,Cotton,A,clay,2001-07-07,2001-10-09,115.62,36.74,2262.77
107,Cotton,B,sandy,2002-11-10,2003-03-10,124.74,23.53,2033.71
119,Maize,A,loam,2002-01-30,2002-06-27,150.87,15.87,5872.87
109,Cotton,C,clay,2000-02-24,2000-07-21,148.54,17.44,2153.91
144,Jowar,B,sandy,1998-09-07,1999-01-29,153.43,37.27,2239.82
136,Paddy,A,loam,2000-04-04,2000-07-04,93.94,29.59,5756.04
59,Cotton,C,clay,2016-09-22,2016-12-29,193.16,22.64,2414.94
116,Cotton,C,clay,2000-06-11,2000-09-28,125.92,33.3,2116.5
13,Jowar,C,sandy,1999-01-20,1999-05-23,106.94,18.79,3283.64
11,Cotton,A,sandy,2004-01-08,2004-04-12,118.18,29.91,2143.29
147,Jowar,C,loam,2012-05-16,2012-09-01,136.06,11.21,3656.25
93,Maize,C,sandy,2008-10-07,2009-02-04,164.93,13.01,5533.44
97,Cotton,B,loam,2001-04-08,2001-09-01,190.73,23.22,2978.63
94,Paddy,C,sandy,2021-06-09,2021-10-20,194.13,44.86,6273.6
21,Jowar,B,sandy,2015-03-21,2015-08-16,58.49,28.2,2284.39
45,Maize,B,sandy,2015-10-15,2016-02-22,85.7,2.93,4452.55
90,Cotton,B,loam,2000-02-08,2000-05-09,164.58,29.84,2723.11
32,Cotton,B,clay,2020-05-11,2020-09-02,95.94,3.54,2732.15
186,Paddy,B,loam,2019-04-04,2019-08-13,77.69,39.85,6302.31
69,Paddy,C,loam,2001-06-22,2001-10-22,107.56,9.47,5307.07
104,Cotton,C,loam,2005-01-31,2005-06-28,90.12,15.47,2479.74
14,Cotton,C,loam,2011-07-17,2011-11-20,130.91,49.96,2769.89
22,Jowar,C,clay,1999-01-27,1999-04-30,147.55,3.32,3172.12
14,Maize,A,loam,1999-12-25,2000-04-14,190.89,14.66,4606.55
49,Cotton,B,loam,2001-07-16,2001-11-01,145.11,40.92,2703.32
110,Cotton,B,sandy,2004-01-28,2004-06-12,166.23,15.24,2754.46
8,Cotton,A,loam,2002-11-25,2003-03-29,62.87,39.88,1837.13
2,Jowar,A,clay,2000-11-14,2001-03-23,159.86,23.74,3231.64
127,Paddy,A,sandy,2008-10-10,2009-01-25,175.31,31.66,7570.02
51,Jowar,B,loam,2016-12-30,2017-05-18,192.65,13.43,3114.87
188,Paddy,A,loam,2019-04-27,2019-08-21,70.35,6.6,5979.56
92,Jowar,C,sandy,2015-10-09,2016-01-14,126.91,3.83,2988.53
165,Maize,C,clay,2004-02-23,2004-07-20,75.49,6.51,3668.7
158,Paddy,B,loam,2002-10-23,2003-02-05,160.57,25.89,6379.1
152,Maize,C,sandy,2002-05-10,2002-08-31,136.05,0.72,5905.17
12,Jowar,C,sandy,2022-10-29,2023-03-09,77.95,8.49,2837.09
69,Jowar,B,sandy,2019-01-28,2019-06-16,192.02,38.09,3249.72
141,Maize,A,clay,2007-04-13,2007-07-29,142.03,17.86,5608.59
107,Jowar,A,loam,2022-07-08,2022-11-22,61.07,9.47,2754.13
106,Cotton,A,clay,2016-02-06,2016-05-14,137.91,35.7,2479.51
104,Maize,C,loam,2021-08-01,2021-10-30,177.17,42.09,4952.73
186,Paddy,C,clay,2016-09-28,2017-02-08,152.57,49.83,7206.05
142,Cotton,A,sandy,2020-03-24,2020-06-30,104.98,29.6,2750.56
149,Paddy,A,sandy,2004-03-07,2004-07-23,126.18,10.39,6089.01
17,Cotton,C,clay,1999-07-11,1999-11-23,143.46,19.8,2189.69
97,Cotton,A,clay,2015-10-26,2016-03-02,162.76,8.09,2737.38
178,Cotton,C,clay,2000-06-28,2000-11-01,123.22,38.12,2516.65
149,Cotton,A,clay,2005-09-23,2006-02-08,60.11,46.67,2704.66
152,Cotton,C,sandy,2006-01-18,2006-05-22,107.45,5.22,2225.87
40,Jowar,A,sandy,2011-07-18,2011-11-08,171.42,46.95,2969.43
34,Paddy,B,clay,2003-05-03,2003-09-03,192.08,26.22,7052.39
73,Jowar,C,sandy,2000-06-24,2000-10-09,147.12,3.37,3169.2
28,Paddy,C,loam,2021-10-17,2022-02-21,125.87,31.47,5629.94
108,Paddy,A,sandy,2003-03-30,2003-07-11,161.02,18.73,6723.44
192,Jowar,B,sandy,2013-02-21,2013-05-23,54.63,18.57,1940.18
71,Maize,A,loam,2009-07-15,2009-12-05,181.13,37.16,6391.13
33,Jowar,C,sandy,2006-09-13,2006-12-26,165.94,33.72,3206.82
82,Paddy,C,clay,2014-03-02,2014-07-09,121.91,13.93,7086.77
141,Maize,C,sandy,1999-05-11,1999-09-05,60.47,41.17,4102.91
174,Jowar,A,loam,2007-09-24,2007-12-29,57.44,46.98,2479.77
144,Paddy,B,clay,2018-12-13,2019-03-13,53.71,45.05,6049.79
136,Jowar,C,sandy,2002-06-25,2002-10-05,192.73,16.66,2834.1
56,Maize,A,clay,2018-11-11,2019-03-22,116.07,20.1,4407.06
44,Paddy,A,sandy,2013-03-18,2013-08-06,107.07,21.76,6118.48
174,Paddy,C,loam,2006-10-17,2007-03-07,141.29,28.89,6462.42
26,Cotton,A,loam,2001-04-04,2001-07-10,174.32,8.37,2050.28
179,Paddy,A,sandy,2016-07-06,2016-10-20,85.11,9.33,4367.06
92,Paddy,C,loam,2010-04-22,2010-08-11,143.97,19.94,6505.23
8,Paddy,A,clay,2004-09-03,2004-12-08,90.29,29.92,5248.3
157,Cotton,C,sandy,2001-05-17,2001-08-23,136.22,42.2,2040.18
107,Cotton,C,loam,2009-01-01,2009-04-30,134.61,9.35,2904.8
7,Cotton,C,sandy,2020-04-23,2020-09-15,122.61,44.07,2398.95
187,Maize,C,sandy,2008-03-09,2008-06-23,53.82,7.41,4671.32
86,Maize,B,loam,2018-11-29,2019-04-14,53.0,11.47,4725.07
151,Maize,A,clay,2003-02-20,2003-06-07,178.13,20.47,4891.71
172,Jowar,B,sandy,2007-07-04,2007-10-02,106.85,36.35,2842.64
69,Maize,C,clay,2008-07-29,2008-11-14,54.67,9.32,5048.62
104,Maize,B,loam,2022-06-10,2022-10-12,106.28,24.69,4881.68
119,Cotton,A,sandy,2019-06-22,2019-09-25,129.21,4.98,2201.53
40,Maize,C,clay,2000-03-01,2000-06-06,186.87,27.63,5407.45
73,Paddy,B,loam,2008-12-19,2009-05-07,124.44,1.97,5904.19
77,Maize,C,sandy,2011-08-17,2012-01-07,166.48,13.62,4926.8
45,Jowar,B,clay,2002-08-15,2002-12-18,103.79,27.12,3110.44
127,Maize,B,loam,2023-12-23,2024-05-19,107.49,10.03,4575.08
95,Maize,A,sandy,2006-07-25,2006-11-08,145.42,0.57,5337.72
94,Paddy,C,loam,2013-04-24,2013-09-08,161.77,0.27,6515.06
164,Jowar,B,sandy,2015-04-05,2015-08-25,74.94,36.67,2436.05
63,Jowar,A,clay,2003-12-20,2004-03-30,194.82,38.75,2967.24
42,Jowar,B,sandy,2004-09-20,2004-12-25,167.15,3.58,2104.53
45,Cotton,B,loam,2008-12-22,2009-03-29,92.31,36.28,2471.35
105,Paddy,B,clay,2020-11-06,2021-03-01,95.64,2.76,5803.52
157,Paddy,A,sandy,2007-03-16,2007-06-16,80.74,14.56,5436.92
188,Maize,A,clay,2021-05-01,2021-09-27,55.38,22.61,3618.74
144,Paddy,C,clay,2013-04-25,2013-07-30,144.57,10.61,5335.45
194,Maize,B,loam,2000-02-06,2000-05-28,149.66,24.83,4704.48
169,Cotton,B,clay,1999-12-15,2000-05-01,119.44,31.63,2214.58
83,Paddy,A,sandy,2003-12-17,2004-04-24,155.76,45.34,6607.36
168,Cotton,B,clay,2012-05-27,2012-09-01,174.67,48.51,2636.02
173,Cotton,A,loam,2019-02-27,2019-07-19,122.57,18.1,2671.8
102,Maize,A,sandy,2022-07-17,2022-12-01,100.66,4.53,4564.61
173,Cotton,A,loam,2020-01-21,2020-06-03,180.61,46.56,3029.68
189,Paddy,B,loam,2003-09-25,2004-02-15,117.05,26.82,6176.34
13,Jowar,A,clay,2016-03-02,2016-07-29,74.05,12.28,3117.57
161,Cotton,C,loam,2008-04-26,2008-08-28,182.48,22.21,2885.8
25,Jowar,B,clay,2011-08-07,2011-12-27,182.31,46.3,2992.48
4,Jowar,A,sandy,2008-03-01,2008-07-05,179.04,27.91,3295.35
185,Cotton,C,loam,2003-05-05,2003-09-23,87.05,49.77,2579.6
32,Maize,C,sandy,2010-07-04,2010-10-31,91.27,22.85,4655.2
34,Cotton,B,clay,2005-12-11,2006-04-18,109.77,24.72,1967.96
177,Cotton,A,sandy,2001-10-09,2002-03-07,192.08,37.3,2452.53
174,Cotton,B,loam,2011-05-26,2011-09-07,95.44,43.35,2913.22
156,Maize,A,clay,2002-01-13,2002-05-14,139.87,42.22,5458.33
66,Cotton,A,sandy,2023-03-22,2023-06-28,155.18,5.2,2616.59
143,Paddy,B,clay,2007-08-06,2007-11-29,134.57,21.74,7346.12
152,Maize,C,sandy,2013-07-23,2013-11-02,168.84,42.92,6201.64
25,Maize,C,sandy,2014-07-16,2014-12-09,128.61,25.46,4211.17
35,Cotton,C,clay,2020-08-18,2021-01-12,69.94,44.06,2153.87
96,Jowar,A,loam,2003-01-02,2003-04-23,157.49,29.29,3106.78
186,Paddy,C,loam,2011-10-17,2012-02-03,136.14,19.81,6054.94
57,Cotton,B,loam,2001-12-11,2002-05-05,149.88,16.84,2788.58
3,Paddy,B,sandy,2016-07-18,2016-11-27,80.08,5.81,4783.44
190,Maize,B,sandy,1998-03-20,1998-06-25,94.63,10.63,5534.79
75,Jowar,B,clay,2000-07-11,2000-11-25,71.12,13.23,3144.5
99,Cotton,A,clay,2017-11-29,2018-03-07,94.61,15.44,2483.56
139,Maize,A,loam,2004-08-10,2004-11-08,71.75,25.46,3991.45
50,Cotton,A,clay,2021-01-14,2021-06-04,93.44,2.56,1995.23
122,Maize,C,loam,2000-10-29,2001-02-05,104.58,23.91,5063.72
