date,temp_max_C,temp_min_C,precip_mm,rain_mm,sunshine_h
2003-11-01,26.9,25.2,8.0,8.0,10.941641666666667
2003-11-02,27.2,25.3,8.9,8.9,9.879697222222223
2003-11-03,27.4,25.1,16.4,16.4,10.773888888888889
2003-11-04,27.5,25.5,10.4,10.4,8.584477777777778
2003-11-05,26.7,25.2,10.3,10.3,4.816538888888889
2003-11-06,26.4,25.2,9.9,9.9,3.472536111111111
2003-11-07,26.6,25.1,12.6,12.6,5.2265194444444445
2003-11-08,26.7,25.3,18.3,18.3,1.377286111111111
2003-11-09,26.4,25.2,46.6,46.6,8.868708333333332
2003-11-10,27.2,25.5,7.2,7.2,9.665775
2003-11-11,27.8,26.5,4.2,4.2,10.911086111111112
2003-11-12,27.4,25.5,21.8,21.8,6.254108333333334
2003-11-13,28.0,26.3,4.1,4.1,10.702308333333333
2003-11-14,27.2,25.6,39.0,39.0,8.99141111111111
2003-11-15,26.9,25.5,42.3,42.3,0.0
2003-11-16,27.8,25.4,60.6,60.6,0.0
2003-11-17,27.0,25.6,11.2,11.2,3.977836111111111
2003-11-18,27.2,25.8,16.0,16.0,8.504377777777778
2003-11-19,26.5,25.5,14.9,14.9,9.97241111111111
2003-11-20,27.4,25.8,3.0,3.0,10.205733333333333
2003-11-21,27.5,26.4,0.6,0.6,10.05663611111111
2003-11-22,27.2,25.4,6.4,6.4,10.855447222222223
2003-11-23,26.5,25.0,25.2,25.2,8.030602777777776
2003-11-24,27.9,25.4,21.0,21.0,6.575802777777778
2003-11-25,27.8,25.6,7.9,7.9,10.146680555555557
2003-11-26,27.7,25.5,10.5,10.5,9.718
2003-11-27,26.6,24.7,28.4,28.4,3.842144444444444
2003-11-28,27.0,26.1,1.1,1.1,10.814141666666668
2003-11-29,26.2,25.4,9.6,9.6,5.067352777777778
2003-11-30,27.1,25.4,17.3,17.3,2.0891305555555557
2003-12-01,27.0,25.5,14.7,14.7,10.711736111111112
2003-12-02,27.1,25.4,5.9,5.9,10.437094444444444
2003-12-03,27.2,25.5,4.9,4.9,10.831288888888889
2003-12-04,27.5,25.5,5.8,5.8,10.673616666666666
2003-12-05,26.5,25.5,8.2,8.2,10.760147222222223
2003-12-06,27.3,25.1,17.2,17.2,10.72445
2003-12-07,27.3,26.4,2.4,2.4,10.5565
2003-12-08,27.2,26.8,0.0,0.0,10.973119444444446
2003-12-09,27.1,26.8,0.0,0.0,10.966727777777779
2003-12-10,27.2,26.6,0.0,0.0,10.960247222222222
2003-12-11,27.5,26.6,0.0,0.0,11.007586111111111
2003-12-12,27.6,26.5,0.5,0.5,10.810144444444443
2003-12-13,27.5,27.1,0.0,0.0,10.856808333333333
2003-12-14,27.5,26.7,0.0,0.0,10.904566666666668
2003-12-15,27.2,26.7,0.0,0.0,11.066513888888888
2003-12-16,27.2,26.9,0.0,0.0,11.089291666666666
2003-12-17,27.3,26.6,0.0,0.0,11.054808333333332
2003-12-18,27.6,26.7,0.0,0.0,11.019594444444445
2003-12-19,27.0,26.1,0.3,0.3,10.954094444444443
2003-12-20,27.1,26.2,0.6,0.6,10.917147222222223
2003-12-21,27.2,26.8,0.1,0.1,10.970166666666666
2003-12-22,27.4,26.9,0.0,0.0,11.086594444444444
2003-12-23,27.4,26.8,0.0,0.0,11.080005555555555
2003-12-24,27.5,26.8,0.0,0.0,11.012233333333334
2003-12-25,27.3,26.4,0.0,0.0,10.786072222222222
2003-12-26,27.3,25.8,0.5,0.5,11.087505555555556
2003-12-27,27.1,25.7,0.8,0.8,10.99431111111111
2003-12-28,27.7,25.7,0.8,0.8,10.816216666666666
2003-12-29,27.6,25.9,0.6,0.6,11.055080555555556
2003-12-30,27.6,26.1,0.8,0.8,11.090852777777778
2003-12-31,27.6,26.4,0.8,0.8,11.092158333333332
2004-01-01,27.6,26.9,1.0,1.0,10.974716666666668
2004-01-02,27.6,27.0,0.0,0.0,11.094802777777778
2004-01-03,28.0,27.3,0.0,0.0,10.63913611111111
2004-01-04,27.6,27.1,0.0,0.0,11.060402777777776
2004-01-05,27.8,26.5,0.4,0.4,11.099002777777779
2004-01-06,27.6,26.8,0.2,0.2,11.10301111111111
2004-01-07,27.5,25.9,0.8,0.8,11.105277777777777
2004-01-08,27.3,27.0,0.0,0.0,11.086272222222222
2004-01-09,27.4,26.6,0.6,0.6,11.110169444444445
2004-01-10,27.3,26.5,0.7,0.7,10.944258333333334
2004-01-11,27.1,26.0,3.3,3.3,10.859394444444444
2004-01-12,27.2,26.6,0.8,0.8,10.989075
2004-01-13,27.1,26.0,0.7,0.7,10.965530555555556
2004-01-14,27.0,26.5,0.5,0.5,10.821866666666667
2004-01-15,27.0,25.8,2.2,2.2,10.708327777777779
2004-01-16,27.1,25.5,2.7,2.7,10.660066666666665
2004-01-17,27.5,26.6,0.8,0.8,9.908338888888888
2004-01-18,27.0,26.5,0.0,0.0,10.122252777777778
2004-01-19,27.6,26.1,0.0,0.0,11.06193888888889
2004-01-20,27.4,26.4,0.0,0.0,11.067511111111111
2004-01-21,27.2,26.2,0.0,0.0,11.015019444444444
2004-01-22,27.2,26.1,0.1,0.1,11.152058333333335
2004-01-23,27.3,26.3,0.0,0.0,10.997527777777778
2004-01-24,27.5,26.2,0.0,0.0,11.089136111111111
2004-01-25,27.1,25.2,4.3,4.3,10.860530555555556
2004-01-26,26.8,25.5,2.5,2.5,10.502913888888889
2004-01-27,27.5,26.5,0.0,0.0,10.905625
2004-01-28,27.6,26.7,0.0,0.0,11.05275
2004-01-29,27.5,27.0,0.0,0.0,11.057697222222222
2004-01-30,28.0,27.0,0.0,0.0,10.949569444444444
2004-01-31,27.2,26.0,1.0,1.0,10.9826
2004-02-01,27.2,26.5,0.4,0.4,10.987227777777777
2004-02-02,27.6,27.0,0.0,0.0,10.779802777777778
2004-02-03,27.8,27.1,0.3,0.3,11.136594444444444
2004-02-04,27.7,27.1,0.2,0.2,11.112522222222223
2004-02-05,27.9,27.0,0.0,0.0,11.200825
2004-02-06,28.2,27.1,0.0,0.0,11.148294444444444
2004-02-07,27.9,26.4,0.8,0.8,10.92643611111111
2004-02-08,27.9,26.1,0.4,0.4,10.957766666666666
2004-02-09,27.9,27.0,0.1,0.1,11.186805555555555
2004-02-10,28.0,27.3,0.0,0.0,11.133325000000001
2004-02-11,27.8,27.3,0.0,0.0,11.221383333333334
2004-02-12,28.0,27.2,0.0,0.0,11.138922222222224
2004-02-13,27.9,25.5,2.5,2.5,11.112922222222222
2004-02-14,27.6,25.5,5.2,5.2,10.885983333333334
2004-02-15,27.6,27.3,0.0,0.0,11.203622222222222
2004-02-16,27.8,27.4,0.0,0.0,11.11931111111111
2004-02-17,27.5,26.8,0.0,0.0,11.266036111111111
2004-02-18,27.6,26.5,0.0,0.0,10.889166666666666
2004-02-19,27.6,26.2,0.0,0.0,11.285461111111113
2004-02-20,28.1,26.5,0.0,0.0,11.290744444444444
2004-02-21,27.8,27.0,0.0,0.0,11.296030555555555
2004-02-22,27.8,26.7,0.0,0.0,11.301311111111112
2004-02-23,27.7,26.0,8.7,8.7,11.009441666666666
2004-02-24,27.6,25.9,13.8,13.8,10.499699999999999
2004-02-25,28.2,27.2,0.0,0.0,11.06974722222222
2004-02-26,27.9,26.9,0.0,0.0,11.322288888888888
2004-02-27,28.0,26.7,0.0,0.0,11.327455555555554
2004-02-28,28.1,27.0,0.0,0.0,11.130769444444443
2004-02-29,28.5,27.5,0.0,0.0,10.569408333333334
2004-03-01,28.5,26.9,0.7,0.7,11.284638888888889
2004-03-02,28.2,27.1,0.0,0.0,10.7013
2004-03-03,28.4,27.1,0.0,0.0,11.22256388888889
2004-03-04,29.1,27.9,0.0,0.0,11.222125
2004-03-05,28.6,28.0,0.0,0.0,11.36376388888889
2004-03-06,28.4,27.3,0.0,0.0,11.347894444444444
2004-03-07,28.9,28.0,0.0,0.0,11.374205555555555
2004-03-08,28.6,28.1,0.0,0.0,11.379419444444446
2004-03-09,28.4,26.5,0.9,0.9,11.384616666666668
2004-03-10,28.5,27.1,0.6,0.6,11.38979722222222
2004-03-11,28.0,27.1,0.8,0.8,11.394961111111112
2004-03-12,28.4,25.8,0.9,0.9,11.114430555555554
2004-03-13,28.6,27.7,0.0,0.0,10.946625
2004-03-14,28.2,27.4,0.4,0.4,11.41028888888889
2004-03-15,28.7,27.6,0.0,0.0,11.415336111111111
2004-03-16,28.5,27.8,0.1,0.1,10.042177777777777
2004-03-17,28.4,26.4,2.5,2.5,11.10308888888889
2004-03-18,28.5,26.9,1.3,1.3,11.430211111111111
2004-03-19,28.6,27.2,1.5,1.5,11.435030555555556
2004-03-20,28.8,27.2,1.2,1.2,11.439852777777778
2004-03-21,28.9,28.0,0.0,0.0,11.444672222222222
2004-03-22,28.9,28.0,0.0,0.0,11.449483333333333
2004-03-23,29.2,28.0,0.0,0.0,11.366305555555554
2004-03-24,29.2,28.4,0.0,0.0,11.459077777777777
2004-03-25,29.0,28.4,0.0,0.0,11.46385277777778
2004-03-26,29.0,28.3,0.0,0.0,11.468608333333332
2004-03-27,29.1,28.3,0.0,0.0,11.473341666666666
2004-03-28,29.2,28.1,0.0,0.0,11.478050000000001
2004-03-29,29.0,28.0,0.0,0.0,11.482727777777777
2004-03-30,29.0,27.0,0.5,0.5,11.487375
2004-03-31,28.5,26.4,8.5,8.5,11.49198888888889
2004-04-01,28.2,26.0,7.9,7.9,11.016377777777777
2004-04-02,28.7,26.9,1.8,1.8,11.501105555555556
2004-04-03,28.4,26.2,4.1,4.1,11.505600000000001
2004-04-04,28.5,26.6,1.7,1.7,11.009938888888888
2004-04-05,28.2,26.1,2.6,2.6,11.514452777777777
2004-04-06,28.2,25.9,14.3,14.3,10.294919444444444
2004-04-07,28.3,26.0,10.3,10.3,10.144111111111112
2004-04-08,29.0,25.5,10.9,10.9,9.390258333333334
2004-04-09,29.0,27.1,3.5,3.5,8.120738888888889
2004-04-10,28.7,26.8,2.1,2.1,11.535622222222221
2004-04-11,28.6,27.1,1.6,1.6,11.539758333333333
2004-04-12,27.9,26.3,14.9,14.9,9.58798611111111
2004-04-13,29.1,26.5,3.9,3.9,11.328830555555555
2004-04-14,30.0,27.2,3.7,3.7,10.019994444444446
2004-04-15,29.8,27.7,0.8,0.8,11.556036111111112
2004-04-16,28.6,26.8,4.9,4.9,11.560025
2004-04-17,29.5,28.2,0.3,0.3,11.563977777777778
2004-04-18,28.1,26.7,4.4,4.4,11.56788888888889
2004-04-19,28.6,26.4,5.0,5.0,10.814202777777776
2004-04-20,28.7,26.6,2.2,2.2,10.859016666666667
2004-04-21,28.5,26.5,2.1,2.1,11.318711111111112
2004-04-22,28.7,27.4,1.0,1.0,11.583080555555554
2004-04-23,28.6,26.6,3.0,3.0,11.586752777777777
2004-04-24,28.6,26.7,2.0,2.0,11.54175
2004-04-25,28.7,27.9,0.7,0.7,10.876280555555555
2004-04-26,28.1,26.6,5.9,5.9,11.258719444444445
2004-04-27,29.2,26.4,14.3,14.3,7.6941749999999995
2004-04-28,29.5,27.6,2.1,2.1,10.693977777777778
2004-04-29,29.4,27.2,2.3,2.3,11.607558333333333
2004-04-30,29.5,26.9,4.9,4.9,11.438241666666666
2004-05-01,29.0,26.8,9.1,9.1,11.614108333333334
2004-05-02,28.5,26.9,10.1,10.1,8.276822222222222
2004-05-03,28.1,26.1,17.4,17.4,9.361213888888889
2004-05-04,29.1,26.4,12.4,12.4,7.627830555555555
2004-05-05,29.5,27.0,2.4,2.4,10.869097222222223
2004-05-06,28.9,26.8,7.3,7.3,11.629741666666666
2004-05-07,28.9,27.0,5.9,5.9,11.1549
2004-05-08,29.2,26.5,5.4,5.4,11.635655555555555
2004-05-09,28.9,26.9,12.7,12.7,10.938525
2004-05-10,29.6,26.6,4.0,4.0,11.533327777777778
2004-05-11,29.5,28.8,0.0,0.0,11.6441
2004-05-12,29.0,27.1,3.2,3.2,11.427333333333333
2004-05-13,28.5,26.5,8.8,8.8,3.886797222222222
2004-05-14,29.1,27.8,3.5,3.5,6.411727777777778
2004-05-15,28.9,28.0,0.6,0.6,11.654486111111112
2004-05-16,28.7,26.7,1.6,1.6,11.65691111111111
2004-05-17,28.7,27.5,0.5,0.5,11.65927222222222
2004-05-18,28.8,26.8,2.2,2.2,11.301430555555555
2004-05-19,28.6,28.0,0.0,0.0,11.663858333333334
2004-05-20,28.2,26.1,10.7,10.7,10.077930555555556
2004-05-21,28.4,26.7,2.2,2.2,11.310044444444445
2004-05-22,28.4,27.7,0.6,0.6,11.59226111111111
2004-05-23,28.9,26.5,7.3,7.3,10.584708333333333
2004-05-24,28.6,26.6,2.3,2.3,11.319944444444445
2004-05-25,28.6,27.0,0.7,0.7,11.288947222222221
2004-05-26,28.1,26.3,3.7,3.7,11.135669444444446
2004-05-27,27.8,25.6,10.1,10.1,5.824038888888889
2004-05-28,28.4,26.2,2.5,2.5,10.990302777777776
2004-05-29,28.2,27.2,0.3,0.3,11.683233333333334
2004-05-30,28.3,26.8,1.5,1.5,11.669083333333333
2004-05-31,27.5,25.7,8.0,8.0,11.436894444444444
2004-06-01,28.2,26.6,3.4,3.4,9.657272222222222
2004-06-02,27.8,25.9,8.9,8.9,10.92998888888889
2004-06-03,28.2,25.8,8.5,8.5,1.6377000000000002
2004-06-04,28.1,26.0,2.6,2.6,9.380333333333333
2004-06-05,28.0,25.3,3.1,3.1,11.491216666666666
2004-06-06,28.3,26.0,1.6,1.6,11.69375
2004-06-07,28.0,26.2,3.5,3.5,11.69479722222222
2004-06-08,28.3,26.1,2.2,2.2,11.695772222222223
2004-06-09,28.1,25.9,7.5,7.5,7.825216666666666
2004-06-10,28.4,26.5,0.0,0.0,10.218452777777777
2004-06-11,28.4,27.3,0.3,0.3,10.623591666666666
2004-06-12,28.5,25.9,2.0,2.0,10.548402777777778
2004-06-13,28.6,27.1,1.2,1.2,11.157488888888889
2004-06-14,28.5,26.9,0.3,0.3,11.70006388888889
2004-06-15,28.5,28.0,0.0,0.0,11.700516666666667
2004-06-16,28.4,27.2,1.1,1.1,11.359833333333334
2004-06-17,28.8,26.9,1.7,1.7,10.128902777777778
2004-06-18,28.7,28.0,0.3,0.3,9.937497222222222
2004-06-19,28.4,26.8,0.2,0.2,11.701577777777779
2004-06-20,28.7,26.9,2.1,2.1,11.467594444444444
2004-06-21,28.5,27.8,0.0,0.0,11.701647222222222
2004-06-22,28.3,27.9,0.0,0.0,11.701566666666666
2004-06-23,28.1,27.6,0.0,0.0,11.701408333333333
2004-06-24,28.0,26.5,0.7,0.7,11.701169444444444
2004-06-25,27.8,26.2,0.6,0.6,11.700855555555556
2004-06-26,27.8,25.9,1.5,1.5,11.700494444444445
2004-06-27,27.8,26.0,1.7,1.7,11.700116666666666
2004-06-28,27.4,26.1,1.6,1.6,11.699663888888889
2004-06-29,27.6,25.8,4.0,4.0,11.699125
2004-06-30,27.5,25.5,11.6,11.6,11.698508333333333
2004-07-01,27.6,25.0,19.3,19.3,1.8094277777777776
2004-07-02,27.4,25.7,6.3,6.3,10.985486111111111
2004-07-03,27.5,25.5,5.1,5.1,11.696194444444446
2004-07-04,27.1,25.8,10.5,10.5,10.979522222222222
2004-07-05,27.1,25.8,9.0,9.0,10.896005555555556
2004-07-06,27.2,25.1,19.0,19.0,8.619694444444445
2004-07-07,27.8,25.1,7.9,7.9,6.761047222222222
2004-07-08,27.7,25.0,7.5,7.5,9.27881388888889
2004-07-09,28.0,25.5,3.1,3.1,9.364627777777779
2004-07-10,27.8,26.9,1.0,1.0,11.688236111111111
2004-07-11,27.1,25.8,1.9,1.9,11.199975
2004-07-12,27.9,25.9,0.2,0.2,11.508505555555557
2004-07-13,28.0,27.2,0.0,0.0,10.67511388888889
2004-07-14,28.2,27.5,0.4,0.4,11.635361111111111
2004-07-15,28.2,26.3,0.3,0.3,10.608997222222222
2004-07-16,26.9,25.4,9.8,9.8,6.9056138888888885
2004-07-17,26.8,25.4,22.0,22.0,8.19096388888889
2004-07-18,27.2,25.2,20.3,20.3,11.087369444444445
2004-07-19,27.2,25.1,22.4,22.4,0.8291333333333334
2004-07-20,27.5,25.4,9.4,9.4,10.104127777777778
2004-07-21,27.5,25.2,8.9,8.9,11.513411111111111
2004-07-22,27.8,25.7,3.1,3.1,11.667194444444444
2004-07-23,27.9,26.5,0.1,0.1,10.259852777777779
2004-07-24,27.5,25.5,13.7,13.7,8.163219444444444
2004-07-25,27.4,25.8,1.7,1.7,7.530866666666666
2004-07-26,26.9,25.4,7.0,7.0,11.47028888888889
2004-07-27,26.5,25.2,17.2,17.2,10.748363888888889
2004-07-28,27.1,25.2,6.9,6.9,11.653213888888889
2004-07-29,26.6,25.0,17.8,17.8,3.9534361111111114
2004-07-30,27.6,26.1,1.1,1.1,9.239636111111112
2004-07-31,27.4,26.5,0.7,0.7,11.645469444444444
2004-08-01,27.8,26.0,1.0,1.0,11.642791666666668
2004-08-02,27.8,27.1,0.0,0.0,11.64006388888889
2004-08-03,27.9,27.2,0.2,0.2,10.804897222222221
2004-08-04,27.6,25.4,7.8,7.8,9.254961111111111
2004-08-05,28.0,25.6,4.1,4.1,10.036705555555555
2004-08-06,27.8,25.5,7.0,7.0,9.1942
2004-08-07,27.9,26.1,2.6,2.6,10.993391666666666
2004-08-08,27.5,26.4,0.5,0.5,11.614922222222223
2004-08-09,27.9,27.1,0.0,0.0,11.619544444444445
2004-08-10,27.8,27.1,0.0,0.0,11.616377777777778
2004-08-11,27.9,27.2,0.0,0.0,11.613152777777778
2004-08-12,28.0,27.3,0.0,0.0,11.609877777777777
2004-08-13,28.0,26.2,0.7,0.7,11.606552777777777
2004-08-14,27.5,26.0,3.1,3.1,10.107419444444444
2004-08-15,27.6,25.6,6.5,6.5,5.903244444444445
2004-08-16,27.9,26.4,1.3,1.3,10.737841666666668
2004-08-17,27.9,26.7,0.7,0.7,11.592791666666667
2004-08-18,27.8,25.5,3.8,3.8,10.049347222222222
2004-08-19,27.7,27.0,0.5,0.5,11.173955555555555
2004-08-20,27.5,25.5,20.1,20.1,8.377227777777778
2004-08-21,27.7,25.5,1.7,1.7,10.932444444444446
2004-08-22,28.0,27.5,0.0,0.0,11.573569444444445
2004-08-23,27.5,26.4,0.7,0.7,11.571036111111113
2004-08-24,27.2,25.2,11.5,11.5,11.567311111111112
2004-08-25,27.2,25.4,8.2,8.2,10.680697222222223
2004-08-26,26.9,25.8,10.9,10.9,11.559677777777777
2004-08-27,27.4,25.6,7.4,7.4,11.55576111111111
2004-08-28,27.2,25.4,7.0,7.0,11.551794444444445
2004-08-29,27.9,25.8,0.5,0.5,11.547780555555557
2004-08-30,27.1,25.5,3.2,3.2,11.361883333333333
2004-08-31,27.8,25.6,0.8,0.8,11.539613888888889
2004-09-01,27.4,26.6,0.3,0.3,11.310577777777779
2004-09-02,27.5,26.6,0.9,0.9,10.956027777777777
2004-09-03,27.2,26.1,0.7,0.7,11.217286111111113
2004-09-04,27.5,25.9,0.4,0.4,10.635741666666666
2004-09-05,27.2,26.8,0.2,0.2,10.930002777777778
2004-09-06,27.0,25.1,3.7,3.7,10.890030555555557
2004-09-07,26.5,25.0,2.6,2.6,11.509869444444444
2004-09-08,27.0,25.1,11.7,11.7,11.505505555555555
2004-09-09,26.9,25.0,3.1,3.1,9.746597222222222
2004-09-10,27.8,26.1,0.4,0.4,10.009913888888889
2004-09-11,27.5,25.5,1.2,1.2,10.754797222222221
2004-09-12,27.0,25.3,6.0,6.0,6.716022222222223
2004-09-13,27.7,25.8,2.9,2.9,10.72255
2004-09-14,27.4,25.4,3.8,3.8,10.85099722222222
2004-09-15,27.0,25.3,7.4,7.4,11.474352777777778
2004-09-16,27.0,25.1,14.0,14.0,9.643455555555557
2004-09-17,26.9,25.1,19.2,19.2,10.783747222222221
2004-09-18,27.2,25.2,18.8,18.8,9.842505555555555
2004-09-19,27.1,25.5,16.4,16.4,10.121533333333332
2004-09-20,27.2,25.4,20.5,20.5,5.002969444444444
2004-09-21,27.0,25.6,12.2,12.2,8.344922222222223
2004-09-22,27.6,25.1,6.4,6.4,10.362588888888888
2004-09-23,27.4,25.6,6.4,6.4,11.351049999999999
2004-09-24,26.6,25.4,11.6,11.6,7.011702777777778
2004-09-25,26.6,25.2,40.3,40.3,3.1595666666666666
2004-09-26,27.0,25.6,10.4,10.4,5.05945
2004-09-27,26.5,25.3,19.6,19.6,2.6331305555555558
2004-09-28,27.8,25.7,0.7,0.7,10.379019444444445
2004-09-29,28.0,26.2,0.1,0.1,11.406730555555557
2004-09-30,28.0,27.0,0.0,0.0,11.123025
2004-10-01,28.0,27.1,0.0,0.0,11.349511111111111
2004-10-02,27.9,27.4,0.0,0.0,10.34066111111111
2004-10-03,28.0,25.9,0.7,0.7,11.160197222222221
2004-10-04,27.5,26.0,0.7,0.7,11.104494444444445
2004-10-05,28.0,26.9,0.3,0.3,11.335594444444444
2004-10-06,27.6,26.0,3.4,3.4,11.052391666666667
2004-10-07,27.0,25.2,10.5,10.5,10.343033333333333
2004-10-08,27.2,25.4,12.6,12.6,9.00998888888889
2004-10-09,27.0,25.1,7.4,7.4,10.017249999999999
2004-10-10,27.1,25.5,2.4,2.4,11.22615
2004-10-11,27.5,25.5,4.4,4.4,11.118541666666667
2004-10-12,27.0,25.0,9.6,9.6,11.119997222222223
2004-10-13,26.2,25.4,13.2,13.2,11.094761111111112
2004-10-14,27.0,25.4,15.7,15.7,10.149547222222223
2004-10-15,27.5,25.7,7.1,7.1,11.14931111111111
2004-10-16,27.9,25.5,5.3,5.3,11.149777777777777
2004-10-17,27.9,26.1,0.4,0.4,11.175544444444444
2004-10-18,27.7,26.9,0.0,0.0,11.074319444444445
2004-10-19,27.0,26.0,1.3,1.3,11.024836111111112
2004-10-20,27.2,25.5,8.8,8.8,10.741863888888888
2004-10-21,26.8,25.5,3.8,3.8,10.951652777777777
2004-10-22,27.3,25.7,4.8,4.8,10.870980555555555
2004-10-23,26.5,25.4,18.4,18.4,9.400505555555556
2004-10-24,26.8,25.2,41.1,41.1,1.1802416666666666
2004-10-25,27.0,25.5,15.0,15.0,7.4150583333333335
2004-10-26,26.9,25.5,6.7,6.7,8.06878888888889
2004-10-27,26.9,25.3,60.3,60.3,0.30696666666666667
2004-10-28,26.1,25.2,37.5,37.5,0.9528805555555555
2004-10-29,27.0,25.1,41.0,41.0,0.7762444444444444
2004-10-30,27.1,25.7,11.6,11.6,9.357025
2004-10-31,27.0,25.4,40.7,40.7,1.412488888888889
2004-11-01,27.9,25.4,31.7,31.7,0.15834722222222222
2004-11-02,27.6,25.9,4.7,4.7,6.470011111111111
2004-11-03,28.1,26.5,0.0,0.0,9.588675
2004-11-04,27.6,25.4,5.8,5.8,10.932141666666666
2004-11-05,27.4,26.1,0.9,0.9,10.940088888888889
2004-11-06,28.0,25.9,0.6,0.6,11.003730555555556
2004-11-07,27.4,25.7,0.7,0.7,11.000619444444446
2004-11-08,28.0,26.8,0.2,0.2,10.975347222222222
2004-11-09,27.6,25.6,9.3,9.3,10.993805555555555
2004-11-10,26.9,25.6,8.9,8.9,10.163180555555554
2004-11-11,27.2,25.6,16.7,16.7,10.164677777777777
2004-11-12,26.7,25.4,23.8,23.8,7.975497222222223
2004-11-13,27.3,25.3,18.2,18.2,6.628166666666667
2004-11-14,26.8,25.4,21.1,21.1,10.786261111111111
2004-11-15,26.5,25.2,18.3,18.3,8.642816666666667
2004-11-16,26.5,24.9,42.1,42.1,3.6145277777777776
2004-11-17,27.1,25.4,15.5,15.5,6.713
2004-11-18,28.1,26.1,2.0,2.0,10.930355555555556
2004-11-19,28.0,27.0,0.1,0.1,10.135055555555555
2004-11-20,27.8,25.0,4.6,4.6,6.4130666666666665
2004-11-21,26.8,25.5,14.7,14.7,5.964613888888889
2004-11-22,26.6,25.4,83.2,83.2,0.0
2004-11-23,26.4,25.2,62.9,62.9,3.200552777777778
2004-11-24,27.4,25.2,34.5,34.5,0.0
2004-11-25,26.5,25.1,29.1,29.1,1.2305083333333333
2004-11-26,27.1,25.7,7.6,7.6,8.059122222222221
2004-11-27,27.8,25.5,6.8,6.8,4.798436111111111
2004-11-28,27.4,25.5,10.3,10.3,10.887977777777778
2004-11-29,27.5,25.4,7.0,7.0,10.871541666666667
2004-11-30,27.5,26.9,0.7,0.7,10.970563888888888
2004-12-01,27.5,26.9,0.0,0.0,10.841733333333332
2004-12-02,27.0,25.5,10.2,10.2,10.78466388888889
2004-12-03,26.5,25.0,16.7,16.7,5.439566666666666
2004-12-04,27.0,25.8,5.2,5.2,10.944608333333333
2004-12-05,26.1,25.1,5.7,5.7,10.861308333333334
2004-12-06,27.1,25.2,15.4,15.4,10.512230555555556
2004-12-07,27.3,26.7,0.0,0.0,11.027733333333332
2004-12-08,27.5,25.8,11.0,11.0,10.837
2004-12-09,26.9,25.4,17.8,17.8,9.553644444444446
2004-12-10,27.1,25.1,16.8,16.8,5.255636111111111
2004-12-11,27.4,25.5,9.2,9.2,10.137694444444444
2004-12-12,27.3,25.9,22.7,22.7,4.483063888888889
2004-12-13,28.0,27.0,1.1,1.1,10.932866666666667
2004-12-14,27.3,25.6,5.6,5.6,8.408669444444444
2004-12-15,26.5,25.5,17.4,17.4,9.608430555555556
2004-12-16,27.2,25.2,44.4,44.4,0.2658111111111111
2004-12-17,27.2,25.8,4.3,4.3,4.7450777777777775
2004-12-18,27.3,25.5,1.2,1.2,7.834347222222223
2004-12-19,27.3,26.5,2.3,2.3,5.835897222222222
2004-12-20,27.4,26.6,0.0,0.0,10.940905555555556
2004-12-21,27.2,26.3,0.0,0.0,10.781969444444444
2004-12-22,27.4,26.2,0.0,0.0,11.08611111111111
2004-12-23,27.1,26.0,0.0,0.0,10.797049999999999
2004-12-24,27.0,25.5,1.4,1.4,11.039938888888889
2004-12-25,27.2,26.0,0.6,0.6,11.087252777777778
2004-12-26,27.2,26.8,0.0,0.0,10.901458333333334
2004-12-27,27.3,25.6,4.5,4.5,10.926891666666666
2004-12-28,26.1,25.1,30.2,30.2,10.488575
2004-12-29,27.0,25.0,14.3,14.3,0.3097638888888889
2004-12-30,26.9,25.9,3.7,3.7,11.09226111111111
2004-12-31,26.9,24.9,9.2,9.2,9.018855555555556
2005-01-01,27.2,24.9,27.3,27.3,3.7260916666666666
2005-01-02,27.2,25.3,2.2,2.2,11.0969
2005-01-03,27.2,26.6,0.0,0.0,11.0987
2005-01-04,27.8,26.6,0.0,0.0,11.100619444444446
2005-01-05,27.7,26.6,0.0,0.0,10.40806111111111
2005-01-06,27.3,27.0,0.0,0.0,11.048016666666667
2005-01-07,27.7,26.9,0.0,0.0,11.054544444444444
2005-01-08,27.6,26.8,0.3,0.3,8.259872222222223
2005-01-09,27.5,27.1,0.0,0.0,10.85075
2005-01-10,27.4,26.9,0.0,0.0,9.311652777777777
2005-01-11,27.5,26.8,0.0,0.0,11.079155555555555
2005-01-12,27.5,26.4,0.0,0.0,10.902977777777778
2005-01-13,27.2,26.7,0.0,0.0,11.122997222222223
2005-01-14,27.0,26.5,0.0,0.0,11.066397222222221
2005-01-15,27.2,26.4,0.0,0.0,11.129416666666668
2005-01-16,27.1,26.5,0.0,0.0,11.132816666666667
2005-01-17,27.1,26.0,0.0,0.0,11.136338888888888
2005-01-18,27.1,26.5,0.0,0.0,11.139969444444445
2005-01-19,27.4,26.5,0.0,0.0,11.143705555555554
2005-01-20,27.4,26.0,9.9,9.9,11.042686111111111
2005-01-21,27.2,25.7,68.3,68.3,0.0
2005-01-22,28.0,25.8,5.5,5.5,10.794955555555555
2005-01-23,27.8,25.9,11.0,11.0,10.861358333333333
2005-01-24,27.7,25.5,7.9,7.9,10.979372222222223
2005-01-25,27.5,26.2,1.2,1.2,10.95648888888889
2005-01-26,27.6,26.7,0.1,0.1,11.018819444444444
